date,description,category,type,amount
2025-06-20,Langganan Netflix,Entertainment,expense,633513
2025-06-02,Gaji bulanan PT Astra,Salary,income,7431711
2025-06-11,Nonton konser musik,Entertainment,expense,206710
2024-12-30,Langganan internet Indihome,Bills & Utilities,expense,1059950
2025-09-10,Penarikan tunai ATM,Other Expense,expense,198004
2025-04-11,Cek kesehatan di RS Hermina,Health & Medical,expense,316782
2024-11-21,Beli makanan di Indomaret,Food & Dining,expense,167117
2025-06-17,Belanja pakaian di Uniqlo,Shopping,expense,3896838
2025-04-15,Bayar air PDAM,Bills & Utilities,expense,561066
2025-01-10,Konsultasi dokter umum,Health & Medical,expense,1705799
2025-01-17,Pendapatan tambahan,Other Income,income,313102
2024-12-05,Pembayaran dari klien,Business,income,7407115
2025-02-09,Komisi reseller,Business,income,8443827
2024-10-29,Tunjangan transportasi,Salary,income,17247665
2025-02-25,Bayar air PDAM,Bills & Utilities,expense,786389
2025-02-12,Bayar iuran keamanan,Bills & Utilities,expense,1970287
2025-08-11,Hadiah ulang tahun untuk teman,Gift & Donation,expense,951885
2024-11-13,Dinner di restoran Jepang,Food & Dining,expense,41002
2024-11-08,Gaji lembur,Salary,income,12142021
2025-06-24,Komisi reseller,Business,income,2144153
2025-02-22,Pendapatan proyek freelance,Salary,income,6394044
2025-10-11,Pendapatan toko online,Business,income,7321919
2025-04-23,Beli tiket bioskop XXI,Entertainment,expense,330158
2024-10-30,Langganan Netflix,Entertainment,expense,523088
2025-01-12,Penjualan barang bekas,Other Income,income,378734
2025-08-16,Gaji lembur,Salary,income,5409590
2024-12-31,Pendapatan proyek freelance,Salary,income,19666626
2025-01-24,Biaya transfer antar bank,Other Expense,expense,424113
2025-10-17,Langganan platform e-learning,Education,expense,111439
2025-05-07,Cashback e-wallet,Other Income,income,478416
2025-07-20,Denda keterlambatan,Other Expense,expense,27151
2025-03-09,Beli vitamin di Guardian,Health & Medical,expense,1513927
2025-08-12,Zakat bulanan,Gift & Donation,expense,843071
2025-09-04,Langganan Netflix,Entertainment,expense,943635
2025-07-12,Bayar kursus online,Education,expense,3153373
2025-05-06,Makan siang di warung padang,Food & Dining,expense,211674
2024-11-11,Gaji lembur,Salary,income,11133266
2025-09-18,Beli buku pelajaran,Education,expense,4787474
2025-08-05,Biaya administrasi bank,Other Expense,expense,381896
2025-04-11,Beli tiket bioskop XXI,Entertainment,expense,270224
2025-09-19,Pendapatan toko online,Business,income,8527788
2025-10-16,Potongan layanan e-wallet,Other Expense,expense,119992
2025-04-04,Penarikan tunai ATM,Other Expense,expense,194922
2025-10-05,Konsultasi dokter umum,Health & Medical,expense,936946
2024-11-23,Beli obat di apotek,Health & Medical,expense,831847
2025-06-27,Langganan platform e-learning,Education,expense,4306468
2025-06-19,Pendapatan toko online,Business,income,9423876
2025-03-20,Pendapatan tambahan,Other Income,income,246966
2025-10-01,Donasi ke masjid,Gift & Donation,expense,736897
2025-06-13,Isi bensin di SPBU Pertamina,Transportation,expense,32887
2025-01-21,Bayar tol,Transportation,expense,85595
2025-01-14,Naik Gojek ke kantor,Transportation,expense,82336
2025-07-03,Isi bensin di SPBU Pertamina,Transportation,expense,49452
2025-09-08,Nonton konser musik,Entertainment,expense,43792
2025-10-06,Beli vitamin di Guardian,Health & Medical,expense,1185471
2025-04-17,Beli jam tangan Casio,Shopping,expense,3574305
2025-03-20,Gaji bulanan PT Astra,Salary,income,8171911
2025-02-17,Naik Gojek ke kantor,Transportation,expense,228876
2025-05-20,Hasil penjualan produk,Business,income,6251103
2025-06-27,Penjualan barang bekas,Other Income,income,321090
2025-07-29,Pendapatan tambahan,Other Income,income,243442
2025-08-08,Tunjangan transportasi,Salary,income,7213824
2025-03-04,Cek kesehatan di RS Hermina,Health & Medical,expense,525596
2025-03-18,Tunjangan transportasi,Salary,income,17914257
2025-04-20,Pesan GoFood,Food & Dining,expense,169098
2025-09-03,Bonus tahunan,Salary,income,7697606
2025-03-17,Potongan layanan e-wallet,Other Expense,expense,105567
2025-01-12,Beli sepatu di Tokopedia,Shopping,expense,2045694
2025-04-02,Naik Gojek ke kantor,Transportation,expense,160608
2025-03-04,Beli jam tangan Casio,Shopping,expense,3151034
2025-08-05,Beli sepatu di Tokopedia,Shopping,expense,340993
2025-04-16,Penjualan barang bekas,Other Income,income,87565
2025-07-25,Langganan platform e-learning,Education,expense,1463967
2024-12-23,Hasil penjualan produk,Business,income,918175
2025-01-04,Top up pulsa Telkomsel,Bills & Utilities,expense,1060581
2024-10-24,Beli buku pelajaran,Education,expense,4681401
2025-09-18,Hasil penjualan produk,Business,income,5458621
2025-08-11,Tunjangan transportasi,Salary,income,16188519
2025-06-05,Belanja bulanan di Superindo,Shopping,expense,2891090
2025-06-24,Biaya administrasi bank,Other Expense,expense,481950
2025-10-04,Pesan GoFood,Food & Dining,expense,81276
2025-05-15,Beli obat di apotek,Health & Medical,expense,1345037
2025-04-22,Beli game di Steam,Entertainment,expense,116973
2025-08-29,Bayar kursus online,Education,expense,1737034
2025-02-12,Zakat bulanan,Gift & Donation,expense,829234
2024-11-02,Cek kesehatan di RS Hermina,Health & Medical,expense,225299
2025-10-03,Komisi reseller,Business,income,1965941
2025-01-29,Komisi reseller,Business,income,8728643
2025-08-27,Bayar uang sekolah anak,Education,expense,4391241
2025-05-13,Kopi di Starbucks,Food & Dining,expense,97566
2025-04-29,Biaya transfer antar bank,Other Expense,expense,212434
2025-03-16,Bayar kursus online,Education,expense,2993400
2025-06-07,Les bahasa Inggris,Education,expense,4806286
2025-06-06,Isi bensin di SPBU Pertamina,Transportation,expense,204387
2025-03-18,Top up pulsa Telkomsel,Bills & Utilities,expense,443493
2025-05-22,Biaya transfer antar bank,Other Expense,expense,83173
2024-12-05,Zakat bulanan,Gift & Donation,expense,160616
2025-06-22,Langganan Spotify,Entertainment,expense,929666
2024-11-24,Hasil penjualan produk,Business,income,6804414
2025-05-19,Naik Gojek ke kantor,Transportation,expense,177459
2025-01-19,Beli vitamin di Guardian,Health & Medical,expense,1215626
2024-12-31,Gaji lembur,Salary,income,8342987
2025-03-19,Beli jam tangan Casio,Shopping,expense,4696172
2025-03-25,Gaji bulanan PT Astra,Salary,income,19002016
2025-07-01,Donasi ke masjid,Gift & Donation,expense,596448
2025-02-13,Biaya transfer antar bank,Other Expense,expense,24071
2025-03-05,Pesan GoFood,Food & Dining,expense,177375
2024-12-24,Refund pembelian,Other Income,income,352786
2025-05-23,Penjualan barang bekas,Other Income,income,104042
2024-11-05,Bonus tahunan,Salary,income,7002438
2024-11-25,Beli vitamin di Guardian,Health & Medical,expense,1305966
2025-08-15,Denda keterlambatan,Other Expense,expense,261912
2025-03-03,Beli bunga untuk keluarga,Gift & Donation,expense,668501
2025-10-12,Refund pembelian,Other Income,income,439014
2025-07-11,Parkir di Mall,Transportation,expense,202140
2025-03-03,Sumbangan ke panti asuhan,Gift & Donation,expense,180757
2025-01-04,Sumbangan ke panti asuhan,Gift & Donation,expense,345209
2025-04-22,Bonus tahunan,Salary,income,7739867
2025-04-24,Kopi di Starbucks,Food & Dining,expense,239946
2024-11-15,Penjualan barang bekas,Other Income,income,161968
2025-09-14,Konsultasi dokter umum,Health & Medical,expense,211117
2025-09-08,Pembayaran dari klien,Business,income,3574382
2025-01-15,Tiket KRL Bekasi-Jakarta,Transportation,expense,152530
2025-10-07,Les bahasa Inggris,Education,expense,2625577
2024-12-10,Tes darah di klinik,Health & Medical,expense,1170760
2025-01-03,Donasi ke masjid,Gift & Donation,expense,23524
2025-03-15,Belanja bulanan di Superindo,Shopping,expense,3179069
2025-04-14,Pendapatan proyek freelance,Salary,income,7735175
2025-01-09,Isi bensin di SPBU Pertamina,Transportation,expense,141958
2025-08-04,Beli tiket bioskop XXI,Entertainment,expense,663226
2025-07-21,Potongan layanan e-wallet,Other Expense,expense,383579
2025-05-23,Pendapatan toko online,Business,income,8225762
2024-12-28,Naik Gojek ke kantor,Transportation,expense,14555
2025-03-30,Tunjangan transportasi,Salary,income,16593906
2025-06-05,Beli buku pelajaran,Education,expense,4488257
2025-10-20,Beli buku pelajaran,Education,expense,2655876
2025-02-12,Makan siang di warung padang,Food & Dining,expense,87483
2025-10-09,Penarikan tunai ATM,Other Expense,expense,128790
2025-02-06,Cek kesehatan di RS Hermina,Health & Medical,expense,323087
2025-10-10,Bayar tol,Transportation,expense,210022
2024-10-31,Naik Gojek ke kantor,Transportation,expense,213080
2024-11-12,Pendapatan proyek freelance,Salary,income,8294223
2025-09-24,Naik Gojek ke kantor,Transportation,expense,144605
2025-06-19,Sumbangan ke panti asuhan,Gift & Donation,expense,134698
2024-11-24,Beli obat di apotek,Health & Medical,expense,682597
2024-12-10,Cashback e-wallet,Other Income,income,420187
2025-02-04,Tiket KRL Bekasi-Jakarta,Transportation,expense,164036
2025-09-30,Beli tiket bioskop XXI,Entertainment,expense,388609
2025-01-04,Makan siang di warung padang,Food & Dining,expense,165424
2025-04-20,Donasi ke masjid,Gift & Donation,expense,178356
2025-02-22,Pemasukan usaha kecil,Business,income,8970971
2024-12-11,Sumbangan ke panti asuhan,Gift & Donation,expense,869398
2025-07-19,Sumbangan ke panti asuhan,Gift & Donation,expense,237538
2025-03-15,Penarikan tunai ATM,Other Expense,expense,100058
2024-12-11,Pendapatan toko online,Business,income,4090582
2025-04-27,Komisi reseller,Business,income,3605895
2025-01-22,Gaji bulanan PT Astra,Salary,income,19004649
2025-05-27,Langganan platform e-learning,Education,expense,1897460
2025-05-18,Pembayaran dari klien,Business,income,2393232
2025-06-17,Bayar kursus online,Education,expense,1025399
2025-07-02,Pembayaran dari klien,Business,income,6560776
2025-08-03,Denda keterlambatan,Other Expense,expense,388607
2025-04-07,Makan siang di warung padang,Food & Dining,expense,278847
2025-03-16,Bayar tol,Transportation,expense,129785
2025-10-08,Donasi ke masjid,Gift & Donation,expense,891946
2025-08-01,Bonus tahunan,Salary,income,11833061
2025-01-26,Beli vitamin di Guardian,Health & Medical,expense,1846784
2025-10-04,Bayar tol,Transportation,expense,106322
2025-10-02,Belanja pakaian di Uniqlo,Shopping,expense,4174245
2025-05-12,Cashback e-wallet,Other Income,income,239668
2024-12-22,Pendapatan toko online,Business,income,2905308
2025-10-12,Top up pulsa Telkomsel,Bills & Utilities,expense,1338488
2024-11-24,Isi bensin di SPBU Pertamina,Transportation,expense,105344
2025-02-01,Langganan Spotify,Entertainment,expense,643861
2025-02-18,Bayar tagihan listrik PLN,Bills & Utilities,expense,1857642
2025-03-13,Top up pulsa Telkomsel,Bills & Utilities,expense,1703937
2025-08-21,Potongan layanan e-wallet,Other Expense,expense,153116
2025-04-22,Refund pembelian,Other Income,income,259470
2025-05-17,Pendapatan tambahan,Other Income,income,264034
2025-01-05,Hasil penjualan produk,Business,income,8127505
2025-02-27,Naik Gojek ke kantor,Transportation,expense,138277
2025-09-08,Bonus tahunan,Salary,income,7258353
2024-11-18,Makan siang di warung padang,Food & Dining,expense,55771
2025-01-21,Gaji bulanan PT Astra,Salary,income,11419516
2025-01-08,Donasi ke masjid,Gift & Donation,expense,327459
2024-12-10,Zakat bulanan,Gift & Donation,expense,807097
2025-07-01,Tiket KRL Bekasi-Jakarta,Transportation,expense,217809
2025-03-21,Bonus tahunan,Salary,income,16108081
2025-07-07,Pendapatan proyek freelance,Salary,income,9390014
2025-07-25,Hasil penjualan produk,Business,income,9670762
2025-05-30,Makan siang di warung padang,Food & Dining,expense,82460
2025-04-01,Top up pulsa Telkomsel,Bills & Utilities,expense,1888607
2025-06-14,Top up pulsa Telkomsel,Bills & Utilities,expense,175457
2025-08-03,Pesan GoFood,Food & Dining,expense,178882
2025-06-30,Penarikan tunai ATM,Other Expense,expense,235800
2025-05-09,Pesan gadget di Shopee,Shopping,expense,4139068
2025-10-02,Tiket KRL Bekasi-Jakarta,Transportation,expense,138595
2025-10-07,Pendapatan tambahan,Other Income,income,292796
2025-06-22,Beli bunga untuk keluarga,Gift & Donation,expense,599567
2024-11-19,Belanja bulanan di Superindo,Shopping,expense,3333173
2025-08-20,Beli vitamin di Guardian,Health & Medical,expense,842299
2025-03-16,Donasi ke masjid,Gift & Donation,expense,346050
2025-08-20,Makan siang di warung padang,Food & Dining,expense,43655
2025-04-18,Pesan gadget di Shopee,Shopping,expense,4948670
2025-05-04,Kopi di Starbucks,Food & Dining,expense,71039
2025-04-22,Langganan internet Indihome,Bills & Utilities,expense,963878
2025-09-25,Bayar kursus online,Education,expense,2148740
2025-09-18,Beli tiket bioskop XXI,Entertainment,expense,347260
2025-10-09,Sumbangan ke panti asuhan,Gift & Donation,expense,78681
2025-04-12,Beli obat di apotek,Health & Medical,expense,406052
2025-04-06,Beli makanan di Indomaret,Food & Dining,expense,39596
2025-08-08,Pendapatan proyek freelance,Salary,income,13636236
2024-11-01,Langganan internet Indihome,Bills & Utilities,expense,1559530
2024-11-02,Gaji lembur,Salary,income,10310229
2025-05-09,Bayar iuran keamanan,Bills & Utilities,expense,776166
2025-06-29,Sumbangan ke panti asuhan,Gift & Donation,expense,114917
2025-04-12,Penarikan tunai ATM,Other Expense,expense,270430
2025-01-15,Hasil penjualan produk,Business,income,5525126
2025-02-02,Langganan platform e-learning,Education,expense,4268733
2025-07-23,Cashback e-wallet,Other Income,income,122239
2024-11-15,Tes darah di klinik,Health & Medical,expense,673525
2025-02-14,Beli bunga untuk keluarga,Gift & Donation,expense,664911
2025-08-14,Biaya administrasi bank,Other Expense,expense,59667
2025-03-10,Donasi ke masjid,Gift & Donation,expense,80537
2025-06-22,Zakat bulanan,Gift & Donation,expense,457852
2024-11-30,Langganan Spotify,Entertainment,expense,703185
2025-03-24,Konsultasi dokter umum,Health & Medical,expense,957879
2025-03-31,Pendapatan tambahan,Other Income,income,114897
2025-02-27,Top up pulsa Telkomsel,Bills & Utilities,expense,1410644
2025-09-30,Komisi reseller,Business,income,9686574
2025-09-08,Belanja pakaian di Uniqlo,Shopping,expense,4380401
2025-07-04,Belanja bulanan di Superindo,Shopping,expense,1836377
2025-03-08,Refund pembelian,Other Income,income,344457
2025-06-01,Pemasukan usaha kecil,Business,income,9997857
2025-07-16,Biaya administrasi bank,Other Expense,expense,115197
2025-01-05,Langganan platform e-learning,Education,expense,2116402
2025-06-01,Pesan gadget di Shopee,Shopping,expense,3491512
2025-09-11,Bayar kursus online,Education,expense,1807568
2025-03-17,Langganan internet Indihome,Bills & Utilities,expense,1454849
2025-10-08,Pesan gadget di Shopee,Shopping,expense,2030800
2024-12-19,Bayar air PDAM,Bills & Utilities,expense,414493
2025-02-24,Langganan Netflix,Entertainment,expense,855762
2025-06-27,Beli vitamin di Guardian,Health & Medical,expense,1224038
2025-09-18,Top up pulsa Telkomsel,Bills & Utilities,expense,1999297
2025-01-11,Pesan GoFood,Food & Dining,expense,162979
2025-03-03,Belanja pakaian di Uniqlo,Shopping,expense,2380120
2025-01-20,Pendapatan tambahan,Other Income,income,347795
2024-11-01,Dinner di restoran Jepang,Food & Dining,expense,49007
2025-08-26,Parkir di Mall,Transportation,expense,88113
2025-04-26,Bayar tol,Transportation,expense,186074
2025-05-13,Cashback e-wallet,Other Income,income,450302
2025-02-19,Penarikan tunai ATM,Other Expense,expense,68684
2024-12-22,Zakat bulanan,Gift & Donation,expense,557312
2025-07-17,Pendapatan tambahan,Other Income,income,142019
2025-02-20,Gaji bulanan PT Astra,Salary,income,15063331
2025-04-08,Parkir di Mall,Transportation,expense,228191
2025-02-19,Beli bunga untuk keluarga,Gift & Donation,expense,990942
2025-01-03,Bayar air PDAM,Bills & Utilities,expense,324005
2025-03-11,Beli sepatu di Tokopedia,Shopping,expense,3736586
2025-08-19,Langganan internet Indihome,Bills & Utilities,expense,217284
2025-05-01,Gaji lembur,Salary,income,16737637
2025-07-28,Parkir di Mall,Transportation,expense,121091
2025-03-13,Bonus tahunan,Salary,income,19754446
2025-06-22,Pesan gadget di Shopee,Shopping,expense,3134820
2025-09-17,Beli obat di apotek,Health & Medical,expense,1948403
2025-09-26,Sumbangan ke panti asuhan,Gift & Donation,expense,847750
2025-02-28,Pesan GoFood,Food & Dining,expense,221688
2025-10-07,Tes darah di klinik,Health & Medical,expense,305965
2025-06-05,Pembayaran dari klien,Business,income,7017462
2025-03-01,Dinner di restoran Jepang,Food & Dining,expense,177752
2025-03-23,Isi bensin di SPBU Pertamina,Transportation,expense,65151
2025-09-10,Beli jam tangan Casio,Shopping,expense,2710735
2024-11-08,Refund pembelian,Other Income,income,153674
2025-06-20,Bayar tol,Transportation,expense,203184
2025-05-26,Langganan internet Indihome,Bills & Utilities,expense,1938701
2025-10-14,Isi bensin di SPBU Pertamina,Transportation,expense,78411
2025-04-20,Pendapatan toko online,Business,income,7561035
2025-04-07,Zakat bulanan,Gift & Donation,expense,485279
2024-11-17,Biaya administrasi bank,Other Expense,expense,346264
2025-09-09,Bunga tabungan bank,Other Income,income,242471
2024-10-23,Bunga tabungan bank,Other Income,income,220062
2025-03-31,Langganan Spotify,Entertainment,expense,623779
2025-01-10,Naik Gojek ke kantor,Transportation,expense,75432
2025-08-22,Pembayaran dari klien,Business,income,7383963
2025-06-23,Langganan platform e-learning,Education,expense,1219961
2025-10-08,Cek kesehatan di RS Hermina,Health & Medical,expense,1293653
2025-01-31,Les bahasa Inggris,Education,expense,807989
2025-01-23,Langganan internet Indihome,Bills & Utilities,expense,925217
2025-02-13,Bayar iuran keamanan,Bills & Utilities,expense,143483
2025-09-18,Beli makanan di Indomaret,Food & Dining,expense,139908
2025-01-31,Bayar tol,Transportation,expense,78624
2024-11-16,Penarikan tunai ATM,Other Expense,expense,220257
2025-08-25,Beli bunga untuk keluarga,Gift & Donation,expense,282795
2025-04-28,Belanja pakaian di Uniqlo,Shopping,expense,1477094
2024-10-29,Sumbangan ke panti asuhan,Gift & Donation,expense,763489
2025-06-11,Komisi reseller,Business,income,8790445
2025-10-22,Isi bensin di SPBU Pertamina,Transportation,expense,63253
2025-03-18,Langganan Spotify,Entertainment,expense,802702
2024-12-27,Pendapatan proyek freelance,Salary,income,12236157
2025-02-09,Nonton konser musik,Entertainment,expense,884119
2025-05-24,Cek kesehatan di RS Hermina,Health & Medical,expense,428263
2024-11-05,Bayar air PDAM,Bills & Utilities,expense,708578
2025-09-03,Cek kesehatan di RS Hermina,Health & Medical,expense,995766
2025-08-16,Langganan Spotify,Entertainment,expense,737506
2024-12-04,Refund pembelian,Other Income,income,15410
2025-04-05,Bonus tahunan,Salary,income,16627005
2025-10-22,Bayar air PDAM,Bills & Utilities,expense,904248
2025-08-23,Biaya transfer antar bank,Other Expense,expense,144336
2025-08-03,Naik Gojek ke kantor,Transportation,expense,25401
2025-02-19,Kopi di Starbucks,Food & Dining,expense,266904
2025-09-30,Bayar uang sekolah anak,Education,expense,481781
2025-07-07,Kopi di Starbucks,Food & Dining,expense,219721
2025-09-30,Beli vitamin di Guardian,Health & Medical,expense,827836
2024-11-12,Belanja bulanan di Superindo,Shopping,expense,4919477
2025-01-16,Pesan gadget di Shopee,Shopping,expense,4275733
2025-06-18,Tunjangan transportasi,Salary,income,7213242
2025-10-20,Parkir di Mall,Transportation,expense,149047
2025-03-04,Bayar air PDAM,Bills & Utilities,expense,345035
2024-12-26,Bayar kursus online,Education,expense,4287682
2025-05-30,Tes darah di klinik,Health & Medical,expense,643337
2025-03-06,Konsultasi dokter umum,Health & Medical,expense,1134170
2025-01-14,Langganan platform e-learning,Education,expense,2746965
2025-01-07,Biaya transfer antar bank,Other Expense,expense,301333
2024-11-18,Refund pembelian,Other Income,income,109048
2025-02-16,Belanja pakaian di Uniqlo,Shopping,expense,1586300
2025-03-04,Dinner di restoran Jepang,Food & Dining,expense,105749
2025-06-02,Biaya transfer antar bank,Other Expense,expense,70830
2025-06-05,Gaji bulanan PT Astra,Salary,income,10981414
2025-06-27,Potongan layanan e-wallet,Other Expense,expense,249997
2025-01-05,Gaji bulanan PT Astra,Salary,income,7074573
2025-02-03,Bayar kursus online,Education,expense,2483341
2025-07-09,Beli sepatu di Tokopedia,Shopping,expense,2338341
2025-02-07,Zakat bulanan,Gift & Donation,expense,621893
2025-08-10,Beli makanan di Indomaret,Food & Dining,expense,114670
2025-02-25,Bayar tagihan listrik PLN,Bills & Utilities,expense,1711144
2025-04-08,Gaji bulanan PT Astra,Salary,income,5435572
2025-05-11,Beli obat di apotek,Health & Medical,expense,833408
2025-04-05,Sumbangan ke panti asuhan,Gift & Donation,expense,171245
2025-06-14,Makan siang di warung padang,Food & Dining,expense,271582
2025-08-22,Tunjangan transportasi,Salary,income,16039513
2024-11-13,Kopi di Starbucks,Food & Dining,expense,257555
2024-12-27,Bayar uang sekolah anak,Education,expense,1873073
2025-04-05,Kopi di Starbucks,Food & Dining,expense,49116
2025-07-29,Biaya administrasi bank,Other Expense,expense,325774
2025-05-14,Bayar tagihan listrik PLN,Bills & Utilities,expense,635117
2025-05-14,Beli sepatu di Tokopedia,Shopping,expense,798165
2025-01-13,Pesan GoFood,Food & Dining,expense,223687
2025-09-18,Langganan internet Indihome,Bills & Utilities,expense,1678229
2024-12-22,Bunga tabungan bank,Other Income,income,166524
2025-03-29,Pendapatan proyek freelance,Salary,income,16491754
2025-04-23,Hadiah ulang tahun untuk teman,Gift & Donation,expense,707848
2025-07-11,Parkir di Mall,Transportation,expense,62395
2025-05-08,Pendapatan proyek freelance,Salary,income,12993331
2025-08-25,Konsultasi dokter umum,Health & Medical,expense,937243
2025-04-28,Bayar tol,Transportation,expense,170921
2025-09-09,Beli jam tangan Casio,Shopping,expense,3623690
2025-07-11,Naik Gojek ke kantor,Transportation,expense,99586
2025-09-18,Bonus tahunan,Salary,income,16513138
2025-07-02,Penarikan tunai ATM,Other Expense,expense,286445
2024-12-03,Pendapatan tambahan,Other Income,income,162412
2024-12-01,Pendapatan proyek freelance,Salary,income,18447688
2025-01-06,Tunjangan transportasi,Salary,income,7143956
2025-02-26,Penjualan barang bekas,Other Income,income,284250
2025-08-09,Langganan internet Indihome,Bills & Utilities,expense,200093
2024-11-14,Pendapatan toko online,Business,income,9113666
2025-05-27,Tiket KRL Bekasi-Jakarta,Transportation,expense,118270
2025-09-25,Bayar tol,Transportation,expense,198824
2025-04-21,Donasi ke masjid,Gift & Donation,expense,277240
2025-07-06,Sumbangan ke panti asuhan,Gift & Donation,expense,27058
2025-01-21,Bayar tol,Transportation,expense,216091
2024-11-14,Beli jam tangan Casio,Shopping,expense,748691
2025-03-31,Langganan internet Indihome,Bills & Utilities,expense,1331465
2025-09-30,Biaya transfer antar bank,Other Expense,expense,245902
2025-04-14,Donasi ke masjid,Gift & Donation,expense,972710
2025-01-24,Beli sepatu di Tokopedia,Shopping,expense,706161
2025-03-03,Potongan layanan e-wallet,Other Expense,expense,466977
2025-06-01,Cashback e-wallet,Other Income,income,290166
2025-05-12,Makan siang di warung padang,Food & Dining,expense,81173
2025-09-22,Pesan GoFood,Food & Dining,expense,270148
2025-09-23,Pendapatan proyek freelance,Salary,income,17486389
2025-03-26,Beli bunga untuk keluarga,Gift & Donation,expense,658543
2025-10-10,Donasi ke masjid,Gift & Donation,expense,716533
2025-03-25,Biaya transfer antar bank,Other Expense,expense,55946
2024-10-29,Beli sepatu di Tokopedia,Shopping,expense,1650563
2025-10-13,Naik Gojek ke kantor,Transportation,expense,59341
2025-06-25,Pesan GoFood,Food & Dining,expense,96102
2025-06-02,Bunga tabungan bank,Other Income,income,451497
2025-01-27,Pendapatan tambahan,Other Income,income,55137
2025-01-05,Beli vitamin di Guardian,Health & Medical,expense,1044027
2024-12-20,Bayar tagihan listrik PLN,Bills & Utilities,expense,448348
2025-06-27,Beli jam tangan Casio,Shopping,expense,4005138
2025-08-17,Dinner di restoran Jepang,Food & Dining,expense,147207
2025-08-09,Langganan Spotify,Entertainment,expense,889742
2025-04-10,Bayar tagihan listrik PLN,Bills & Utilities,expense,116513
2025-05-22,Bayar tol,Transportation,expense,232459
2025-08-23,Gaji lembur,Salary,income,17265462
2024-11-09,Hasil penjualan produk,Business,income,8678834
2025-07-11,Top up pulsa Telkomsel,Bills & Utilities,expense,1339499
2025-10-04,Potongan layanan e-wallet,Other Expense,expense,484518
2025-10-22,Bonus tahunan,Salary,income,6018455
2025-05-26,Pendapatan toko online,Business,income,5799086
2025-03-08,Pendapatan toko online,Business,income,7498405
2025-07-02,Gaji bulanan PT Astra,Salary,income,15447116
2025-06-08,Penjualan barang bekas,Other Income,income,375698
2025-01-12,Bayar tagihan listrik PLN,Bills & Utilities,expense,704002
2025-06-19,Penarikan tunai ATM,Other Expense,expense,190275
2025-07-08,Bonus tahunan,Salary,income,8685993
2025-08-26,Donasi ke masjid,Gift & Donation,expense,904911
2024-12-28,Biaya transfer antar bank,Other Expense,expense,473037
2025-05-23,Beli vitamin di Guardian,Health & Medical,expense,1797096
2025-06-20,Penjualan barang bekas,Other Income,income,429301
2025-02-05,Belanja bulanan di Superindo,Shopping,expense,2419422
2025-09-28,Biaya administrasi bank,Other Expense,expense,263173
2025-02-01,Beli sepatu di Tokopedia,Shopping,expense,1361257
2024-12-12,Beli bunga untuk keluarga,Gift & Donation,expense,842026
2025-03-26,Top up pulsa Telkomsel,Bills & Utilities,expense,592241
2024-11-15,Nonton konser musik,Entertainment,expense,39011
2025-04-22,Les bahasa Inggris,Education,expense,1430479
2024-11-07,Belanja bulanan di Superindo,Shopping,expense,584065
2024-12-19,Langganan platform e-learning,Education,expense,2001615
2025-02-13,Tiket KRL Bekasi-Jakarta,Transportation,expense,137497
2025-04-21,Tes darah di klinik,Health & Medical,expense,1663494
2025-03-07,Beli makanan di Indomaret,Food & Dining,expense,99261
2025-08-27,Potongan layanan e-wallet,Other Expense,expense,361003
2025-06-03,Naik Gojek ke kantor,Transportation,expense,219449
2024-12-15,Gaji bulanan PT Astra,Salary,income,18113951
2024-12-13,Zakat bulanan,Gift & Donation,expense,873617
2025-07-08,Pendapatan toko online,Business,income,2268504
2025-02-04,Belanja pakaian di Uniqlo,Shopping,expense,3083643
2025-10-19,Pesan gadget di Shopee,Shopping,expense,3753720
2024-12-11,Komisi reseller,Business,income,3088652
2025-04-11,Penjualan barang bekas,Other Income,income,439476
2025-02-02,Belanja pakaian di Uniqlo,Shopping,expense,3733508
2025-02-24,Bayar tagihan listrik PLN,Bills & Utilities,expense,1850730
2025-03-17,Tunjangan transportasi,Salary,income,13472875
2025-03-07,Belanja pakaian di Uniqlo,Shopping,expense,3174222
2025-04-24,Biaya transfer antar bank,Other Expense,expense,340008
2025-01-07,Bunga tabungan bank,Other Income,income,404897
2025-02-15,Komisi reseller,Business,income,2815160
2025-05-19,Top up pulsa Telkomsel,Bills & Utilities,expense,1983379
2025-10-06,Gaji lembur,Salary,income,11069566
2025-01-04,Dinner di restoran Jepang,Food & Dining,expense,25215
2024-11-26,Potongan layanan e-wallet,Other Expense,expense,54448
2025-05-15,Les bahasa Inggris,Education,expense,1478455
2025-05-11,Bayar tagihan listrik PLN,Bills & Utilities,expense,1692141
2025-08-12,Pesan GoFood,Food & Dining,expense,50308
2025-03-22,Pendapatan tambahan,Other Income,income,229836
2025-03-26,Bayar iuran keamanan,Bills & Utilities,expense,1613202
2025-04-16,Denda keterlambatan,Other Expense,expense,14143
2025-08-30,Konsultasi dokter umum,Health & Medical,expense,1980324
2025-06-07,Beli jam tangan Casio,Shopping,expense,1770785
2025-09-03,Pemasukan usaha kecil,Business,income,7917942
2025-09-19,Denda keterlambatan,Other Expense,expense,222077
2024-12-04,Langganan Spotify,Entertainment,expense,58766
2025-05-09,Hasil penjualan produk,Business,income,2614023
2025-03-16,Pemasukan usaha kecil,Business,income,4085870
2025-07-31,Tiket KRL Bekasi-Jakarta,Transportation,expense,91855
2025-09-12,Hasil penjualan produk,Business,income,3184813
2025-07-25,Makan siang di warung padang,Food & Dining,expense,155628
