user_id,date,description,category,type,amount,month,category_id
2,2024-12-10,Belanja di minimarket,Shopping,expense,293591.06,2024-12,3
2,2024-12-18,Belanja di minimarket,Shopping,expense,452644.83,2024-12,3
2,2024-12-08,Bunga deposito,Other Income,income,129652.08,2024-12,11
2,2024-12-06,Pendapatan toko online,Business,income,227856.24,2024-12,9
2,2024-12-05,Cashback kartu kredit,Other Income,income,431984.98,2024-12,11
2,2024-12-02,Donasi ke masjid,Gift & Donation,expense,486109.15,2024-12,10
2,2024-12-20,Pesan GrabFood sate ayam,Food & Dining,expense,93944.45,2024-12,1
2,2024-12-11,Bonus kerja akhir tahun,Salary,income,469190.73,2024-12,8
2,2024-12-02,Main game online,Entertainment,expense,271723.19,2024-12,5
2,2024-12-27,Biaya parkir,Other Expense,expense,99845.15,2024-12,12
2,2024-12-17,Ngopi di Janji Jiwa,Food & Dining,expense,244640.06,2024-12,1
2,2024-12-23,Perawatan gigi di klinik,Health & Medical,expense,139040.92,2024-12,6
2,2024-12-01,Beli smartphone baru,Shopping,expense,51157.84,2024-12,3
2,2024-12-15,Pesan GrabFood sate ayam,Food & Dining,expense,72918.6,2024-12,1
2,2024-12-10,Top up e-toll,Transportation,expense,446048.95,2024-12,2
2,2024-12-07,Bunga deposito,Other Income,income,268058.15,2024-12,11
2,2024-12-22,Beli obat di Kimia Farma,Health & Medical,expense,169438.72,2024-12,6
2,2024-12-15,Beli buku kuliah,Education,expense,482495.89,2024-12,7
2,2024-12-01,Beli perlengkapan rumah,Shopping,expense,82238.73,2024-12,3
2,2024-12-01,Beli alat tulis kantor,Education,expense,133743.76,2024-12,7
2,2024-12-18,Isi pulsa,Bills & Utilities,expense,161001.21,2024-12,4
2,2024-12-03,Beli tiket konser musik,Entertainment,expense,123074.38,2024-12,5
2,2024-12-25,Makan malam di restoran sunda,Food & Dining,expense,295630.69,2024-12,1
2,2024-12-16,Isi bensin mobil,Transportation,expense,157637.83,2024-12,2
2,2024-12-07,Ngopi di Janji Jiwa,Food & Dining,expense,439605.53,2024-12,1
2,2024-12-28,Kursus online desain,Education,expense,161519.49,2024-12,7
2,2024-12-13,Bayar air PDAM,Bills & Utilities,expense,253609.96,2024-12,4
2,2024-12-22,Ngopi di Janji Jiwa,Food & Dining,expense,46073.2,2024-12,1
2,2024-12-15,Potongan saldo e-wallet,Other Expense,expense,422853.52,2024-12,12
2,2024-12-15,Kursus online desain,Education,expense,113212.36,2024-12,7
2,2024-12-18,Beli suplemen,Health & Medical,expense,424471.3,2024-12,6
2,2024-12-18,Hadiah ulang tahun keluarga,Gift & Donation,expense,20119.73,2024-12,10
2,2024-12-03,Konsultasi dokter,Health & Medical,expense,151270.56,2024-12,6
2,2024-12-09,Bayar air PDAM,Bills & Utilities,expense,384228.12,2024-12,4
2,2024-12-27,Pendapatan toko online,Business,income,414552.58,2024-12,9
2,2024-12-17,Langganan Disney+,Entertainment,expense,323258.47,2024-12,5
2,2024-12-05,Langganan internet Biznet,Bills & Utilities,expense,467512.52,2024-12,4
2,2024-12-09,Langganan Disney+,Entertainment,expense,185111.05,2024-12,5
2,2024-12-22,Kursus online desain,Education,expense,231877.07,2024-12,7
2,2024-12-02,Beli perlengkapan rumah,Shopping,expense,192085.32,2024-12,3
2,2024-12-16,Konsultasi dokter,Health & Medical,expense,232503.58,2024-12,6
2,2024-12-05,Langganan Disney+,Entertainment,expense,342338.71,2024-12,5
2,2024-12-30,Langganan Disney+,Entertainment,expense,425936.34,2024-12,5
2,2024-12-23,Beli tiket konser musik,Entertainment,expense,446972.02,2024-12,5
2,2024-12-03,Bunga deposito,Other Income,income,154191.91,2024-12,11
2,2024-12-10,Bayar pascabayar XL,Bills & Utilities,expense,253438.41,2024-12,4
2,2024-12-31,Top up e-toll,Transportation,expense,394982.23,2024-12,2
2,2024-12-04,Bunga deposito,Other Income,income,440260.53,2024-12,11
2,2024-12-04,Bonus kerja akhir tahun,Salary,income,55753.73,2024-12,8
2,2024-12-23,Biaya parkir,Other Expense,expense,216094.81,2024-12,12
2,2024-12-02,Refund pembelian,Other Income,income,401297.84,2024-12,11
2,2024-12-10,Top up e-toll,Transportation,expense,144578.77,2024-12,2
2,2024-12-22,Beli perlengkapan rumah,Shopping,expense,191420.75,2024-12,3
2,2024-12-09,Bunga deposito,Other Income,income,315220.39,2024-12,11
2,2024-12-07,Bayar parkir mall,Transportation,expense,280600.67,2024-12,2
2,2024-12-24,Biaya parkir,Other Expense,expense,47452.09,2024-12,12
2,2024-12-31,Pendapatan toko online,Business,income,300577.66,2024-12,9
2,2024-12-27,Bayar uang kuliah,Education,expense,285946.1,2024-12,7
2,2024-12-29,Potongan saldo e-wallet,Other Expense,expense,463671.83,2024-12,12
2,2024-12-23,Belanja di minimarket,Shopping,expense,174572.71,2024-12,3
2,2024-12-21,Bunga deposito,Other Income,income,487212.03,2024-12,11
2,2024-12-17,Zakat penghasilan,Gift & Donation,expense,186614.95,2024-12,10
2,2024-12-25,Main game online,Entertainment,expense,346063.52,2024-12,5
2,2024-12-08,Beli smartphone baru,Shopping,expense,179481.91,2024-12,3
2,2024-12-21,Biaya admin bank,Other Expense,expense,145320.41,2024-12,12
2,2024-12-31,Top up e-toll,Transportation,expense,195486.87,2024-12,2
2,2024-12-24,Beli buku kuliah,Education,expense,154088.05,2024-12,7
2,2024-12-30,Hadiah ulang tahun keluarga,Gift & Donation,expense,141611.28,2024-12,10
2,2024-12-28,Beli smartphone baru,Shopping,expense,492663.7,2024-12,3
2,2024-12-03,Biaya parkir,Other Expense,expense,78000.34,2024-12,12
2,2024-12-23,Zakat penghasilan,Gift & Donation,expense,347835.39,2024-12,10
2,2024-12-16,Main game online,Entertainment,expense,496048.98,2024-12,5
2,2024-12-26,Bonus kerja akhir tahun,Salary,income,186556.57,2024-12,8
2,2024-12-27,Donasi ke masjid,Gift & Donation,expense,90471.74,2024-12,10
2,2024-12-12,Biaya parkir,Other Expense,expense,307592.36,2024-12,12
2,2024-12-12,Naik TransJakarta,Transportation,expense,387937.45,2024-12,2
2,2024-12-26,Makan siang di warteg,Food & Dining,expense,166519.05,2024-12,1
2,2024-12-08,Belanja di Shopee,Shopping,expense,261570.61,2024-12,3
2,2024-12-27,Refund pembelian,Other Income,income,415143.69,2024-12,11
2,2024-12-08,Biaya parkir,Other Expense,expense,187923.7,2024-12,12
2,2024-12-23,Nonton bioskop XXI,Entertainment,expense,79438.11,2024-12,5
2,2024-12-20,Beli suplemen,Health & Medical,expense,348810.16,2024-12,6
2,2024-12-05,Ngopi di Janji Jiwa,Food & Dining,expense,385716.08,2024-12,1
2,2024-12-29,Hadiah ulang tahun keluarga,Gift & Donation,expense,259217.85,2024-12,10
2,2024-12-11,Bonus kerja akhir tahun,Salary,income,235956.46,2024-12,8
2,2024-12-10,Bayar uang kuliah,Education,expense,362492.97,2024-12,7
2,2024-12-22,Bonus kerja akhir tahun,Salary,income,102386.16,2024-12,8
2,2024-12-05,Perawatan gigi di klinik,Health & Medical,expense,362748.58,2024-12,6
2,2024-12-21,Naik TransJakarta,Transportation,expense,233600.48,2024-12,2
2,2024-12-05,Gaji bulanan Oktober,Salary,income,52287.71,2024-12,8
2,2024-12-28,Beli obat di Kimia Farma,Health & Medical,expense,473349.25,2024-12,6
2,2024-12-24,Zakat penghasilan,Gift & Donation,expense,112097.43,2024-12,10
2,2024-12-11,Biaya admin bank,Other Expense,expense,499793.73,2024-12,12
2,2024-12-18,Bayar parkir mall,Transportation,expense,251114.85,2024-12,2
2,2024-12-27,Gaji bulan Desember,Salary,income,193913.21,2024-12,8
2,2024-12-25,Bayar uang kuliah,Education,expense,416722.02,2024-12,7
2,2024-12-12,Beli ayam geprek,Food & Dining,expense,60002.23,2024-12,1
2,2024-12-20,Bayar pascabayar XL,Bills & Utilities,expense,250263.88,2024-12,4
2,2024-12-24,Potongan saldo e-wallet,Other Expense,expense,287801.03,2024-12,12
2,2024-12-21,Biaya admin bank,Other Expense,expense,292633.48,2024-12,12
2,2024-12-19,Isi bensin mobil,Transportation,expense,243591.51,2024-12,2
2,2024-12-08,Bayar tagihan listrik,Bills & Utilities,expense,321661.97,2024-12,4
2,2024-12-12,Naik Gojek ke kantor,Transportation,expense,122934.67,2024-12,2
2,2024-12-14,Gaji bulanan Oktober,Salary,income,246474.0,2024-12,8
2,2024-12-02,Perawatan gigi di klinik,Health & Medical,expense,75192.16,2024-12,6
2,2024-12-24,Beli alat tulis kantor,Education,expense,108655.37,2024-12,7
2,2024-12-11,Bayar air PDAM,Bills & Utilities,expense,422110.61,2024-12,4
2,2024-12-22,Beli obat di Kimia Farma,Health & Medical,expense,414351.29,2024-12,6
2,2024-12-01,Gaji bulanan Oktober,Salary,income,41872.3,2024-12,8
2,2024-12-25,Belanja di Shopee,Shopping,expense,85427.66,2024-12,3
2,2024-12-30,Gaji bulanan Oktober,Salary,income,268495.1,2024-12,8
2,2024-12-09,Gaji bulan Desember,Salary,income,27500.24,2024-12,8
2,2024-12-31,Beli roti di bakery,Food & Dining,expense,285024.82,2024-12,1
2,2024-12-28,Gaji bulanan Oktober,Salary,income,267318.39,2024-12,8
2,2024-12-05,Komisi penjualan,Business,income,426069.96,2024-12,9
2,2024-12-08,Bayar pascabayar XL,Bills & Utilities,expense,255502.1,2024-12,4
2,2024-12-13,Isi bensin mobil,Transportation,expense,54264.78,2024-12,2
2,2024-12-01,Beli ayam geprek,Food & Dining,expense,113120.75,2024-12,1
2,2024-12-12,Beli tiket konser musik,Entertainment,expense,254953.79,2024-12,5
2,2024-12-16,Bayar uang kuliah,Education,expense,148830.63,2024-12,7
2,2024-12-15,Pesan GrabFood sate ayam,Food & Dining,expense,203323.4,2024-12,1
2,2024-12-13,Pendapatan toko online,Business,income,188060.23,2024-12,9
2,2024-12-02,Biaya parkir,Other Expense,expense,73657.81,2024-12,12
2,2024-12-27,Ngopi di Janji Jiwa,Food & Dining,expense,168597.88,2024-12,1
2,2024-12-25,Hadiah ulang tahun keluarga,Gift & Donation,expense,461311.11,2024-12,10
2,2024-12-14,Cashback kartu kredit,Other Income,income,367784.52,2024-12,11
2,2024-12-30,Refund pembelian,Other Income,income,475121.09,2024-12,11
2,2024-12-11,Beli obat di Kimia Farma,Health & Medical,expense,246389.48,2024-12,6
2,2024-12-11,Pesan GrabFood sate ayam,Food & Dining,expense,244728.22,2024-12,1
2,2024-12-26,Gaji bulanan Oktober,Salary,income,78920.41,2024-12,8
2,2024-12-14,Beli perlengkapan rumah,Shopping,expense,117418.12,2024-12,3
2,2024-12-11,Biaya parkir,Other Expense,expense,244731.09,2024-12,12
2,2024-12-18,Isi pulsa,Bills & Utilities,expense,35696.97,2024-12,4
2,2024-12-05,Beli alat tulis kantor,Education,expense,103422.48,2024-12,7
2,2024-12-17,Makan malam di restoran sunda,Food & Dining,expense,252852.44,2024-12,1
2,2024-12-23,Bayar parkir mall,Transportation,expense,257689.91,2024-12,2
2,2024-12-25,Ngopi di Janji Jiwa,Food & Dining,expense,297428.27,2024-12,1
2,2024-12-05,Zakat penghasilan,Gift & Donation,expense,477391.12,2024-12,10
2,2024-12-27,Main game online,Entertainment,expense,114011.46,2024-12,5
2,2024-12-23,Beli alat tulis kantor,Education,expense,133805.97,2024-12,7
2,2024-12-11,Pendapatan jasa freelance,Business,income,383712.88,2024-12,9
2,2024-12-06,Bayar tagihan listrik,Bills & Utilities,expense,144409.72,2024-12,4
2,2024-12-19,Gaji bulan Desember,Salary,income,88304.98,2024-12,8
2,2024-12-14,Cashback kartu kredit,Other Income,income,85433.17,2024-12,11
2,2024-12-01,Biaya parkir,Other Expense,expense,67098.63,2024-12,12
2,2024-12-22,Langganan internet Biznet,Bills & Utilities,expense,63373.54,2024-12,4
2,2025-01-12,Makan malam di restoran sunda,Food & Dining,expense,116944.03,2025-01,1
2,2025-01-30,Kursus online desain,Education,expense,266868.83,2025-01,7
2,2025-01-03,Beli pakaian di H&M,Shopping,expense,281365.0,2025-01,3
2,2025-01-22,Cashback kartu kredit,Other Income,income,353034.99,2025-01,11
2,2025-01-02,Beli perlengkapan rumah,Shopping,expense,478282.1,2025-01,3
2,2025-01-08,Beli roti di bakery,Food & Dining,expense,377428.9,2025-01,1
2,2025-01-05,Cashback kartu kredit,Other Income,income,471646.83,2025-01,11
2,2025-01-13,Pendapatan toko online,Business,income,266504.51,2025-01,9
2,2025-01-12,Nonton bioskop XXI,Entertainment,expense,79851.71,2025-01,5
2,2025-01-26,Beli smartphone baru,Shopping,expense,474183.52,2025-01,3
2,2025-01-27,Potongan saldo e-wallet,Other Expense,expense,482866.97,2025-01,12
2,2025-01-18,Belanja di Shopee,Shopping,expense,71276.78,2025-01,3
2,2025-01-18,Beli roti di bakery,Food & Dining,expense,300893.12,2025-01,1
2,2025-01-16,Langganan Disney+,Entertainment,expense,247473.36,2025-01,5
2,2025-01-04,Nonton bioskop XXI,Entertainment,expense,37704.42,2025-01,5
2,2025-01-22,Gaji bulan Desember,Salary,income,222337.53,2025-01,8
2,2025-01-23,Konsultasi dokter,Health & Medical,expense,400862.35,2025-01,6
2,2025-01-16,Beli obat di Kimia Farma,Health & Medical,expense,223226.59,2025-01,6
2,2025-01-03,Bunga deposito,Other Income,income,149542.72,2025-01,11
2,2025-01-27,Top up e-toll,Transportation,expense,247873.37,2025-01,2
2,2025-01-04,Kursus online desain,Education,expense,351720.06,2025-01,7
2,2025-01-04,Top up e-toll,Transportation,expense,189038.79,2025-01,2
2,2025-01-24,Beli smartphone baru,Shopping,expense,94669.95,2025-01,3
2,2025-01-25,Hadiah ulang tahun keluarga,Gift & Donation,expense,215513.94,2025-01,10
2,2025-01-16,Bayar air PDAM,Bills & Utilities,expense,279731.47,2025-01,4
2,2025-01-19,Hadiah ulang tahun keluarga,Gift & Donation,expense,83037.03,2025-01,10
2,2025-01-24,Beli roti di bakery,Food & Dining,expense,233219.07,2025-01,1
2,2025-01-09,Gaji bulanan Oktober,Salary,income,287105.6,2025-01,8
2,2025-01-02,Beli pakaian di H&M,Shopping,expense,209802.01,2025-01,3
2,2025-01-28,Konsultasi dokter,Health & Medical,expense,140877.9,2025-01,6
2,2025-01-03,Main game online,Entertainment,expense,71494.29,2025-01,5
2,2025-01-24,Naik Gojek ke kantor,Transportation,expense,101843.93,2025-01,2
2,2025-01-01,Gaji bulanan Oktober,Salary,income,416802.36,2025-01,8
2,2025-01-26,Bonus kerja akhir tahun,Salary,income,116436.2,2025-01,8
2,2025-01-03,Beli suplemen,Health & Medical,expense,421743.12,2025-01,6
2,2025-01-23,Beli pakaian di H&M,Shopping,expense,274062.45,2025-01,3
2,2025-01-08,Pendapatan toko online,Business,income,119965.73,2025-01,9
2,2025-01-25,Belanja di Shopee,Shopping,expense,50008.2,2025-01,3
2,2025-01-21,Beli alat tulis kantor,Education,expense,37426.17,2025-01,7
2,2025-01-04,Beli tiket konser musik,Entertainment,expense,398148.34,2025-01,5
2,2025-01-11,Komisi penjualan,Business,income,280168.75,2025-01,9
2,2025-01-06,Hadiah ulang tahun keluarga,Gift & Donation,expense,30547.02,2025-01,10
2,2025-01-09,Potongan saldo e-wallet,Other Expense,expense,337292.0,2025-01,12
2,2025-01-10,Beli ayam geprek,Food & Dining,expense,331998.21,2025-01,1
2,2025-01-08,Donasi ke masjid,Gift & Donation,expense,356831.31,2025-01,10
2,2025-01-20,Potongan saldo e-wallet,Other Expense,expense,368664.03,2025-01,12
2,2025-01-31,Zakat penghasilan,Gift & Donation,expense,374541.11,2025-01,10
2,2025-01-10,Beli alat tulis kantor,Education,expense,226558.73,2025-01,7
2,2025-01-25,Beli roti di bakery,Food & Dining,expense,33251.55,2025-01,1
2,2025-01-29,Bayar parkir mall,Transportation,expense,152974.77,2025-01,2
2,2025-01-05,Bonus kerja akhir tahun,Salary,income,395186.37,2025-01,8
2,2025-01-02,Komisi penjualan,Business,income,318069.24,2025-01,9
2,2025-01-14,Konsultasi dokter,Health & Medical,expense,484320.49,2025-01,6
2,2025-01-12,Perawatan gigi di klinik,Health & Medical,expense,27550.59,2025-01,6
2,2025-01-24,Belanja di minimarket,Shopping,expense,178407.97,2025-01,3
2,2025-01-23,Langganan Disney+,Entertainment,expense,359028.76,2025-01,5
2,2025-01-15,Konsultasi dokter,Health & Medical,expense,465289.06,2025-01,6
2,2025-01-31,Langganan Disney+,Entertainment,expense,445966.1,2025-01,5
2,2025-01-31,Cashback kartu kredit,Other Income,income,247457.32,2025-01,11
2,2025-01-20,Ngopi di Janji Jiwa,Food & Dining,expense,137040.05,2025-01,1
2,2025-01-16,Bayar air PDAM,Bills & Utilities,expense,31855.83,2025-01,4
2,2025-01-14,Naik Gojek ke kantor,Transportation,expense,496035.22,2025-01,2
2,2025-01-15,Bayar uang kuliah,Education,expense,326370.65,2025-01,7
2,2025-01-31,Beli smartphone baru,Shopping,expense,227892.85,2025-01,3
2,2025-01-01,Bayar pascabayar XL,Bills & Utilities,expense,156681.45,2025-01,4
2,2025-01-01,Beli buku kuliah,Education,expense,277257.69,2025-01,7
2,2025-01-19,Langganan Disney+,Entertainment,expense,450095.6,2025-01,5
2,2025-01-25,Bayar air PDAM,Bills & Utilities,expense,172161.73,2025-01,4
2,2025-01-11,Pendapatan toko online,Business,income,258357.88,2025-01,9
2,2025-01-09,Pendapatan toko online,Business,income,385214.19,2025-01,9
2,2025-01-08,Bonus kerja akhir tahun,Salary,income,436407.86,2025-01,8
2,2025-01-25,Potongan saldo e-wallet,Other Expense,expense,161604.61,2025-01,12
2,2025-01-15,Perawatan gigi di klinik,Health & Medical,expense,237733.28,2025-01,6
2,2025-01-26,Bayar uang kuliah,Education,expense,315225.67,2025-01,7
2,2025-01-22,Bunga deposito,Other Income,income,42221.22,2025-01,11
2,2025-01-28,Langganan internet Biznet,Bills & Utilities,expense,359756.33,2025-01,4
2,2025-01-24,Beli buku kuliah,Education,expense,370879.5,2025-01,7
2,2025-01-19,Refund pembelian,Other Income,income,476307.99,2025-01,11
2,2025-01-04,Perawatan gigi di klinik,Health & Medical,expense,274846.66,2025-01,6
2,2025-01-23,Top up e-toll,Transportation,expense,273755.55,2025-01,2
2,2025-01-30,Beli buku kuliah,Education,expense,192372.54,2025-01,7
2,2025-01-21,Beli perlengkapan rumah,Shopping,expense,84956.14,2025-01,3
2,2025-01-02,Makan malam di restoran sunda,Food & Dining,expense,437188.55,2025-01,1
2,2025-01-31,Beli smartphone baru,Shopping,expense,347129.27,2025-01,3
2,2025-01-09,Refund pembelian,Other Income,income,414172.95,2025-01,11
2,2025-01-10,Langganan Apple Music,Entertainment,expense,469585.0,2025-01,5
2,2025-01-12,Top up e-toll,Transportation,expense,356039.52,2025-01,2
2,2025-01-19,Makan malam di restoran sunda,Food & Dining,expense,142426.05,2025-01,1
2,2025-01-01,Bayar tagihan listrik,Bills & Utilities,expense,139048.78,2025-01,4
2,2025-01-27,Potongan saldo e-wallet,Other Expense,expense,113535.75,2025-01,12
2,2025-01-06,Belanja di minimarket,Shopping,expense,475068.67,2025-01,3
2,2025-01-15,Beli alat tulis kantor,Education,expense,357272.34,2025-01,7
2,2025-01-21,Perawatan gigi di klinik,Health & Medical,expense,306722.67,2025-01,6
2,2025-01-04,Isi pulsa,Bills & Utilities,expense,308189.1,2025-01,4
2,2025-01-12,Isi bensin mobil,Transportation,expense,122429.41,2025-01,2
2,2025-01-27,Beli pakaian di H&M,Shopping,expense,253438.6,2025-01,3
2,2025-01-21,Bayar uang kuliah,Education,expense,493353.69,2025-01,7
2,2025-01-09,Beli tiket konser musik,Entertainment,expense,325638.51,2025-01,5
2,2025-01-21,Donasi ke masjid,Gift & Donation,expense,493943.2,2025-01,10
2,2025-01-11,Komisi penjualan,Business,income,312039.82,2025-01,9
2,2025-01-16,Pendapatan jasa freelance,Business,income,392591.04,2025-01,9
2,2025-01-06,Perawatan gigi di klinik,Health & Medical,expense,237733.25,2025-01,6
2,2025-01-23,Biaya admin bank,Other Expense,expense,431469.39,2025-01,12
2,2025-01-04,Gaji bulan Desember,Salary,income,34742.08,2025-01,8
2,2025-01-04,Pendapatan toko online,Business,income,449772.99,2025-01,9
2,2025-01-25,Beli pakaian di H&M,Shopping,expense,282844.48,2025-01,3
2,2025-01-22,Bayar tagihan listrik,Bills & Utilities,expense,73006.57,2025-01,4
2,2025-01-26,Cashback kartu kredit,Other Income,income,167058.51,2025-01,11
2,2025-01-21,Belanja di Shopee,Shopping,expense,346247.86,2025-01,3
2,2025-01-30,Beli buku kuliah,Education,expense,330950.27,2025-01,7
2,2025-01-26,Bayar uang kuliah,Education,expense,165769.27,2025-01,7
2,2025-01-11,Bonus kerja akhir tahun,Salary,income,369687.94,2025-01,8
2,2025-01-05,Bayar air PDAM,Bills & Utilities,expense,132780.19,2025-01,4
2,2025-01-09,Bonus kerja akhir tahun,Salary,income,155787.2,2025-01,8
2,2025-01-29,Beli tiket konser musik,Entertainment,expense,254831.88,2025-01,5
2,2025-01-09,Beli buku kuliah,Education,expense,329604.17,2025-01,7
2,2025-01-15,Kursus online desain,Education,expense,307550.77,2025-01,7
2,2025-01-22,Beli pakaian di H&M,Shopping,expense,268619.15,2025-01,3
2,2025-01-29,Nonton bioskop XXI,Entertainment,expense,490602.61,2025-01,5
2,2025-01-02,Komisi penjualan,Business,income,53932.13,2025-01,9
2,2025-01-05,Komisi penjualan,Business,income,72148.53,2025-01,9
2,2025-01-14,Top up e-toll,Transportation,expense,331905.27,2025-01,2
2,2025-01-25,Biaya parkir,Other Expense,expense,157075.86,2025-01,12
2,2025-01-06,Bonus kerja akhir tahun,Salary,income,363584.57,2025-01,8
2,2025-01-24,Naik Gojek ke kantor,Transportation,expense,410634.64,2025-01,2
2,2025-01-26,Beli obat di Kimia Farma,Health & Medical,expense,331692.15,2025-01,6
2,2025-01-02,Pendapatan jasa freelance,Business,income,479563.43,2025-01,9
2,2025-01-06,Biaya admin bank,Other Expense,expense,62377.32,2025-01,12
2,2025-01-17,Konsultasi dokter,Health & Medical,expense,164084.56,2025-01,6
2,2025-01-01,Beli obat di Kimia Farma,Health & Medical,expense,344645.46,2025-01,6
2,2025-01-06,Komisi penjualan,Business,income,424192.43,2025-01,9
2,2025-01-16,Zakat penghasilan,Gift & Donation,expense,189466.74,2025-01,10
2,2025-01-23,Potongan saldo e-wallet,Other Expense,expense,365526.69,2025-01,12
2,2025-01-06,Biaya admin bank,Other Expense,expense,450408.49,2025-01,12
2,2025-01-21,Naik Gojek ke kantor,Transportation,expense,294941.95,2025-01,2
2,2025-01-24,Refund pembelian,Other Income,income,150739.14,2025-01,11
2,2025-01-11,Kursus online desain,Education,expense,366437.08,2025-01,7
2,2025-01-18,Beli suplemen,Health & Medical,expense,204183.98,2025-01,6
2,2025-01-02,Main game online,Entertainment,expense,168865.77,2025-01,5
2,2025-01-26,Beli perlengkapan rumah,Shopping,expense,172898.08,2025-01,3
2,2025-01-23,Komisi penjualan,Business,income,294486.21,2025-01,9
2,2025-01-16,Konsultasi dokter,Health & Medical,expense,161087.07,2025-01,6
2,2025-01-28,Bayar air PDAM,Bills & Utilities,expense,72758.72,2025-01,4
2,2025-01-12,Gaji bulan Desember,Salary,income,370665.17,2025-01,8
2,2025-01-18,Bayar tagihan listrik,Bills & Utilities,expense,128532.38,2025-01,4
2,2025-01-17,Zakat penghasilan,Gift & Donation,expense,307627.86,2025-01,10
2,2025-01-03,Beli buku kuliah,Education,expense,94368.23,2025-01,7
2,2025-01-14,Bayar tagihan listrik,Bills & Utilities,expense,492860.77,2025-01,4
2,2025-01-21,Top up e-toll,Transportation,expense,291093.31,2025-01,2
2,2025-01-25,Zakat penghasilan,Gift & Donation,expense,271764.86,2025-01,10
2,2025-01-04,Potongan saldo e-wallet,Other Expense,expense,400078.67,2025-01,12
2,2025-01-22,Bayar pascabayar XL,Bills & Utilities,expense,217381.98,2025-01,4
2,2025-01-10,Langganan Disney+,Entertainment,expense,112531.87,2025-01,5
2,2025-01-10,Beli ayam geprek,Food & Dining,expense,218834.44,2025-01,1
2,2025-01-30,Makan malam di restoran sunda,Food & Dining,expense,46416.05,2025-01,1
2,2025-01-19,Bayar parkir mall,Transportation,expense,323635.67,2025-01,2
2,2025-01-01,Pendapatan toko online,Business,income,179297.71,2025-01,9
2,2025-01-05,Zakat penghasilan,Gift & Donation,expense,199042.27,2025-01,10
2,2025-01-27,Konsultasi dokter,Health & Medical,expense,172796.34,2025-01,6
2,2025-01-02,Bunga deposito,Other Income,income,149696.03,2025-01,11
2,2025-01-15,Bunga deposito,Other Income,income,173129.33,2025-01,11
2,2025-01-25,Biaya parkir,Other Expense,expense,390905.65,2025-01,12
2,2025-01-18,Bayar air PDAM,Bills & Utilities,expense,191225.19,2025-01,4
2,2025-01-11,Pendapatan jasa freelance,Business,income,361323.54,2025-01,9
2,2025-01-11,Naik Gojek ke kantor,Transportation,expense,186778.11,2025-01,2
2,2025-01-26,Perawatan gigi di klinik,Health & Medical,expense,143159.51,2025-01,6
2,2025-01-05,Biaya admin bank,Other Expense,expense,356136.95,2025-01,12
2,2025-01-27,Perawatan gigi di klinik,Health & Medical,expense,248516.83,2025-01,6
2,2025-01-03,Makan malam di restoran sunda,Food & Dining,expense,348209.94,2025-01,1
2,2025-01-06,Donasi ke masjid,Gift & Donation,expense,188950.61,2025-01,10
2,2025-01-30,Gaji bulanan Oktober,Salary,income,242779.29,2025-01,8
2,2025-01-17,Nonton bioskop XXI,Entertainment,expense,269811.9,2025-01,5
2,2025-01-21,Gaji bulanan Oktober,Salary,income,362942.37,2025-01,8
2,2025-01-13,Beli tiket konser musik,Entertainment,expense,252009.59,2025-01,5
2,2025-01-22,Makan siang di warteg,Food & Dining,expense,249723.2,2025-01,1
2,2025-01-24,Biaya admin bank,Other Expense,expense,361167.49,2025-01,12
2,2025-01-05,Cashback kartu kredit,Other Income,income,225394.93,2025-01,11
2,2025-01-05,Beli alat tulis kantor,Education,expense,23674.47,2025-01,7
2,2025-01-10,Pendapatan toko online,Business,income,48648.08,2025-01,9
2,2025-01-10,Cashback kartu kredit,Other Income,income,249925.54,2025-01,11
2,2025-01-07,Bunga deposito,Other Income,income,57572.36,2025-01,11
2,2025-01-15,Beli tiket konser musik,Entertainment,expense,151459.76,2025-01,5
2,2025-01-05,Biaya parkir,Other Expense,expense,120380.99,2025-01,12
2,2025-01-17,Donasi ke masjid,Gift & Donation,expense,458648.79,2025-01,10
2,2025-01-25,Zakat penghasilan,Gift & Donation,expense,300427.41,2025-01,10
2,2025-01-20,Beli smartphone baru,Shopping,expense,479408.86,2025-01,3
2,2025-01-05,Beli obat di Kimia Farma,Health & Medical,expense,101491.28,2025-01,6
2,2025-01-26,Beli pakaian di H&M,Shopping,expense,46754.17,2025-01,3
2,2025-01-19,Refund pembelian,Other Income,income,325220.53,2025-01,11
2,2025-01-31,Biaya parkir,Other Expense,expense,354029.73,2025-01,12
2,2025-01-01,Zakat penghasilan,Gift & Donation,expense,372436.78,2025-01,10
2,2025-01-29,Perawatan gigi di klinik,Health & Medical,expense,138766.38,2025-01,6
2,2025-01-01,Perawatan gigi di klinik,Health & Medical,expense,31349.61,2025-01,6
2,2025-01-24,Langganan internet Biznet,Bills & Utilities,expense,356869.8,2025-01,4
2,2025-01-21,Bonus kerja akhir tahun,Salary,income,71971.09,2025-01,8
2,2025-01-27,Beli roti di bakery,Food & Dining,expense,82828.44,2025-01,1
2,2025-01-22,Beli ayam geprek,Food & Dining,expense,468427.17,2025-01,1
2,2025-01-24,Naik Gojek ke kantor,Transportation,expense,324086.51,2025-01,2
2,2025-01-15,Kursus online desain,Education,expense,62068.47,2025-01,7
2,2025-01-25,Bayar air PDAM,Bills & Utilities,expense,70496.13,2025-01,4
2,2025-01-06,Hadiah ulang tahun keluarga,Gift & Donation,expense,147399.8,2025-01,10
